sentiment,negative_reason,text
negative,Others,lose house commons loses n nsee ndiefenbaker john pearson lester b trudeau p e clark j martin paul e harper stephen j n nthe westminster parliamentary system full examples look bc current legislature n cdnpoli  elxn
positive,,going split vote nicely b c  cdnpoli  elxn
negative,Tell lies,asked seven times xe x x answer suspect silence tells us answer  stopscheer  chooseforward  elxn  elxn
positive,,heading w volunteers knock doors  greennewdeal superstar xf x f xa xa last canvass  elxn  ourtime  communityatthecentre
positive,,health care policy federal election  healthcare  elxn via
negative,Others,heh mccauley important minister government even close spelling surname correctly  cdnpoli  elxn
positive,,helllllooooo  wellesley xe x x pick better day pounding pavements shoutout amazing halloween decorators xf x f x e x  elxn  kitcon
positive,,xe x x cendorsement xe x x  cdnpoli  elxn hand would sing paeans praise never know full potential presidency immediately deal economic crisis befell nation world much respect
positive,,xe x x cendorsement xe x x  cdnpoli  elxn
positive,,xe x x cendorsement xe x x  cdnpoli  elxn
positive,,go gents  elxn
negative,Others,xe x x attractive selfish scenario libs get minority ndp agrees support budget caveat electoral reform brought tired held hostage electoral system distorts andrew sheer viable pm option  elxn  cdnpoli
positive,,xe x x pre manipulated climate change data nthe real science  climatechange  climatecrisis n n elxn  cdnpoli xf x f x x xf x f x x
negative,Tell lies,hey get ahead ncanadians xe x x want get ahead lying cheating made pawns political games manufactured scandals still ask canadians vote xe x x trudeau  corruption  ppc  elxn  cdnpoli
positive,,hey brexit fan boys take look  elxn  cdnpoli
negative,Tell lies,hey cons xe x x advice xe x x even need pay secretly like warren kinsella start looking new leader next week stop picking religious right homophobic lying hypocrites look toward someone like rona ambrose  elxn  cdnpoli  scheerdisaster
negative,Scandal,dancing around question kinda implies hire kinsella  cdnpoli  elxn  scheerlies
negative,Others,holy shit scheer comes across pathetic n elxn
positive,,holy smokes looks like milton ready  chooseforward  cdnpoli  elxn
positive,,homestretch election day monday still meeting new friends supporters delivering signs feel hopeful  momentum  oshawa make sure vote  elxn  initforyou
positive,,honestly hard time pulling away mayhem world right canada xe x x high stakes  elxn days know need ngoing walk dog family last
positive,,honesty politics  elxn  cdnpoli xc xa  bcpoli  ableg  skpoli  mbpoli  onpoli  polqc  nbpoli  nspoli  nlpoli  peipoli  ypoli  iqaluit  nwtpoli
negative,Scandal,canadians support someone pay k year answer questions gets paid dime answer always  cdnpoli  elxn
negative,Others,anyone vote buffoon cannotanswer simple question looks scared shitless lame drinking water lying  elxn  scheerdisaster  scheerdesperation
positive,,accomplish must canadians elected officials spend days attacking others correcting lies dousing rumours everything except talk plan community running represent  forwardtogether  elxn
positive,,fitting rightly  cndpoli  elxn
positive,,voter privacy protected countries  elxn
positive,,much foundation went n cdnpoli  elxn
negative,Economy,trudeau coalition pay hike gst jack income tax cut transfers provinces  elxn
positive,,hrmm good worst fun site  elxn  kamloops
negative,Others,still banned  india still plan making  drugs legal still  cdnpoli  elxn
negative,Scandal,another  scheeramerican man xc x uvre xe x x seem much devout guy xe x x say condone even means hiring  scheerhypocrisy  unfitforoffice  elxn  cdnpoli
positive,,rural alberta absent watch video around mark sign petition pinned profile page  beg justice  elxn
positive,,huge ofl endorsement jagmeet ndp  cdnpoli  canlab  elxn  ndp
positive,,huge sign wave friday thanks passers smiled honked gave us thumbs xf x f x x n n xe x xa days election  greensurge getting stronger lets keep energy going monday xe x c x c xef xb x f n n honkforgreens  gpc  elxn
positive,,huh turns warren kinsell sometimes something good  cdnpoli  elxn
negative,Scandal,agree nkinsellout one creep nthe cpc truly sold us nthe cpc erasing democracy n cdnpoli  elxn  nocpc n abc  countryoverparty
positive,,fortunate support many people west vancouver sunshine coast sea sky people  teamloren n xf x f x xb vote gabrielle loren monday xf x f x xb  westvan  sunshinecoast  seatosky  cdnpoli  elxn
positive,,increasingly convinced trans mountain expansion unlikely proceed liberals win ndp propping spell serious national unity issues like seen decades  elxn  elxn
positive,,looking bunch districts gta alone cpc likely win would lose ppl voted strategically excuse vote rd th place parties places like want stop scheer  cdnpoli  elxn
positive,,pleading young voters please vote election vote matter count cannot go back mulroney years cannot let cons win  uptoyouth  cdnpoli  elxn change world believe
positive,,really going miss account  elxn done
positive,,believe n n elxn  cdnpoli
positive,,bet super assorted guy definitely veggies sub kinda guy  enoughsaid  elxn  mrsub xf x f x xa xf x f x xa
positive,,cannot comment whether hire hamish marshall former boss gavin mcinnes founder hate group proud boys creator video things hate jews listed campaign manager means nothing  fakenews  elxn
negative,Climate Problem,early voting last week andrew scheer nightmare country climate policy anti choice comfortably deceptive canadian public voted liberal whatever good country choose conservative  cdnpoli  elxn
negative,Others,even follow  andrewscheer read ridiculous sky falling tweets cross feed frequently sources  elxn  cdnpoli
negative,Others,xe x x agree literally anything xe x x love play poker n elxn  cdnpoli
negative,Tell lies,xe x x think xe x x ever seen actually answer question squirms lies moves  cdnpoli  elxn
negative,Scandal,feel dirty kinda agree maxime bernier talks andrew scheer progressive conservatives  kinsella hiring mud slinging company means  cpc consciously intended run dirty negative campaign start  cdnpoli  elxn
positive,,felt exactly way nthe advance votes must known sudden went scheer majority minority ni believe majority advance votes gone  peoplespartyofcanada  elxn  cdnpol
positive,,wonderful time sharing coffee tea timbits residents staff loch lomand villa xf x f x xa xf x f x xa n ni room hour stayed hours enjoyable always love listening concerns n n elxn  ppc  adam sj n saintjohn  rothesay  nbpoli
positive,,pleasure speaking sam kaizer regarding lgbtq issues canadian federal elections xe x x check interview give listen  elxn  lgbtq  federalelections
positive,,hate say vote splitting may well doom us conservative majority government many ridings libs trail cons slim margin bc ndp greens bloc quebec taking votes would otherwise likely go liberal  cdnpoli  elxn
positive,,brushing pledge aliegance star spangled banner may come handy fellow patriots vote groper gate extremist nofly union  wakeupcanada  elxn  cpcmajority
positive,,found someone drop sealed ballot ottawa po box address help  elxn
positive,,lived worked across canada know bilingualism see hear  cdnpoli  elxn
positive,,say social media battle  elxn campaign wide margin yet evidence  cdnpoli via
positive,,hope canadian superstars personnel took time vote election  elxn n n
negative,Scandal,hope principled cpc voters reaching candidates today asking disavow skullduggery undertaken discredit bernier discredited entire party  kinsellagate jeopardized cpc candidates toss ridings  elxn
positive,,imagine lot people  kinsella harmed feeling quite vindicated  elxn  cdnpoli
negative,Others,commented merger potential violent criminals coming canada us based purely  trumpidiocy much safe rd party agreement nd coming  trudeaumania psychotic st  elxn
negative,Economy,keep hearing scheer plan help canadians get ahead xe x xa given canada experience cpc past thinking andy plan odds benefiting average canadians plan win big lottery retire xe x xa  cdnpoli  elxn
negative,Others,know nothing canadian federal  elxn coincidence cannot ignored xf x f xa x xf x f xa xb xe x x xe x x xef xb x f xf x f x x  cdnpoli  cdnelxn
positive,,love canvassing  tordan  cdnpoli  elxn
positive,,made cut  nextstophollywood  elxn  elxn
negative,Others,mean fuck die politics speak anyone casually dismissed entire group people really breath taking  elxn
positive,,miss doug henning transcendental meditation party time around n n elxn  cdnpoli
positive,,think understand tik tok whole thread great  elxn
positive,,think elect  andrewscheer elected  georgecostanza instead saying  cdnpoli  elxn
positive,,think  fallcolours  mapleleaf pile hit n n autumn  saturdaythoughts  cdnpoli  elxn  kidsfashion  nature
positive,,think biggest thing media ignoring  elxn jagmeet objectively handsome trudeau
positive,,think majority canadians agree maxime bernier least time n elxn  cdnpoli  itsourvote
negative,Tell lies,think lot see explains cpc strategy say nothing lot  elxn  cdnpoli
negative,Others,think mean scheer nonsense xf x f xa x n n scheernonsense  scheerlies  scheerdisaster  anyonebutscheer  elxn  vote  cndpoli n n
negative,Tell lies,think said grifter meant rat fucker  funfact said website many years may still hero lenin n maximebernier  warrenkinsella  andrewscheer  elxn
